SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
22	1217	140465	140465
23	1217	156186	156186
24	1217	154388	154388
25	1217	140805	140805
26	1217	155472	155472
27	1217	164123	164123
28	1217	156332	156332
29	1217	173338	173338
30	1217	140682	140682
0	1218	2130797	754649
1	1218	135038	135038
2	1218	134086	134086
3	1218	127783	127783
4	1218	111170	111170
5	1218	128407	128407
6	1218	163182	163182
7	1218	157945	157945
8	1218	151494	151494
9	1218	146762	146762
10	1218	177281	177281
11	1218	140125	140125
12	1218	153027	153027
13	1218	158544	158544
14	1218	133160	133160
15	1218	156672	156672
16	1218	128653	128653
17	1218	100350	100350
18	1218	122534	122534
19	1218	134814	134814
20	1218	144062	144062
21	1218	150294	150294
22	1218	140030	140030
23	1218	156419	156419
24	1218	155591	155591
25	1218	141546	141546
26	1218	155630	155630
27	1218	163815	163815
28	1218	157280	157280
29	1218	173672	173672
30	1218	140786	140786
0	1219	2144761	751182
1	1219	134501	134501
2	1219	134054	134054
3	1219	126876	126876
4	1219	110594	110594
5	1219	127936	127936
6	1219	162074	162074
7	1219	157854	157854
8	1219	150784	150784
9	1219	146125	146125
10	1219	176870	176870
11	1219	139507	139507
12	1219	153531	153531
13	1219	158693	158693
14	1219	131905	131905
15	1219	155371	155371
16	1219	127784	127784
17	1219	99751	99751
18	1219	122704	122704
19	1219	135241	135241
20	1219	143489	143489
21	1219	149271	149271
22	1219	139435	139435
23	1219	155749	155749
24	1219	154056	154056
25	1219	141433	141433
26	1219	155393	155393
27	1219	163810	163810
28	1219	157038	157038
29	1219	173762	173762
30	1219	140597	140597
0	1220	2164203	736522
1	1220	133724	133724
2	1220	132873	132873
3	1220	126574	126574
4	1220	110479	110479
5	1220	127014	127014
6	1220	162343	162343
7	1220	156539	156539
8	1220	149778	149778
9	1220	144644	144644
10	1220	176596	176596
11	1220	139200	139200
12	1220	152642	152642
13	1220	157553	157553
14	1220	131244	131244
15	1220	155151	155151
16	1220	127194	127194
17	1220	98544	98544
18	1220	122626	122626
19	1220	133963	133963
20	1220	142849	142849
21	1220	148589	148589
22	1220	139233	139233
23	1220	155318	155318
24	1220	154209	154209
25	1220	140698	140698
26	1220	155042	155042
27	1220	162820	162820
28	1220	155608	155608
29	1220	173770	173770
30	1220	139929	139929
0	1221	2197474	700863
1	1221	132744	132744
2	1221	131920	131920
3	1221	125340	125340
4	1221	109356	109356
5	1221	126342	126342
6	1221	160479	160479
7	1221	155476	155476
8	1221	148530	148530
9	1221	144178	144178
10	1221	175447	175447
11	1221	137985	137985
12	1221	151858	151858
13	1221	155631	155631
14	1221	129862	129862
15	1221	154358	154358
16	1221	126081	126081
17	1221	98133	98133
18	1221	120374	120374
19	1221	132931	132931
20	1221	141655	141655
21	1221	147388	147388
22	1221	138382	138382
23	1221	154232	154232
24	1221	152874	152874
25	1221	139748	139748
26	1221	154137	154137
27	1221	162882	162882
28	1221	154920	154920
29	1221	171451	171451
30	1221	138781	138781
0	1222	2136219	742524
1	1222	135234	135234
2	1222	133726	133726
3	1222	127343	127343
4	1222	110724	110724
5	1222	128006	128006
6	1222	163084	163084
7	1222	157918	157918
8	1222	150172	150172
9	1222	145993	145993
10	1222	177927	177927
11	1222	139720	139720
12	1222	154021	154021
13	1222	158096	158096
14	1222	131416	131416
15	1222	156224	156224
16	1222	128257	128257
17	1222	99780	99780
18	1222	122119	122119
19	1222	134886	134886
20	1222	142954	142954
21	1222	149496	149496
22	1222	141595	141595
23	1222	156387	156387
24	1222	155864	155864
25	1222	141536	141536
26	1222	156359	156359
27	1222	164072	164072
28	1222	157177	157177
29	1222	173617	173617
30	1222	141027	141027
0	1223	2136256	738803
1	1223	135081	135081
2	1223	134078	134078
3	1223	127032	127032
4	1223	110467	110467
5	1223	128130	128130
6	1223	162677	162677
7	1223	158179	158179
8	1223	150429	150429
9	1223	147438	147438
10	1223	178051	178051
11	1223	140036	140036
12	1223	154036	154036
13	1223	158327	158327
14	1223	131426	131426
15	1223	156198	156198
16	1223	127292	127292
17	1223	98888	98888
18	1223	122917	122917
19	1223	134429	134429
20	1223	143245	143245
21	1223	149230	149230
22	1223	139908	139908
23	1223	157364	157364
24	1223	155224	155224
25	1223	140569	140569
26	1223	156424	156424
27	1223	165038	165038
28	1223	157591	157591
29	1223	174200	174200
30	1223	140789	140789
0	1224	2137077	754500
1	1224	135064	135064
2	1224	134234	134234
3	1224	127448	127448
4	1224	110717	110717
5	1224	127769	127769
6	1224	163444	163444
7	1224	158469	158469
8	1224	151045	151045
9	1224	146561	146561
10	1224	178161	178161
11	1224	140352	140352
12	1224	152771	152771
13	1224	157816	157816
14	1224	131523	131523
15	1224	156271	156271
16	1224	127118	127118
17	1224	99208	99208
18	1224	121757	121757
19	1224	134503	134503
20	1224	142133	142133
21	1224	149180	149180
22	1224	140413	140413
23	1224	156546	156546
24	1224	155074	155074
25	1224	141520	141520
26	1224	155490	155490
27	1224	164674	164674
28	1224	158177	158177
29	1224	174995	174995
30	1224	141439	141439
0	2101	2459097	640779
1	2101	125016	125016
2	2101	124365	124365
3	2101	116795	116795
4	2101	102602	102602
5	2101	116751	116751
6	2101	149755	149755
7	2101	149882	149882
8	2101	136972	136972
9	2101	137337	137337
10	2101	163251	163251
11	2101	127600	127600
12	2101	141359	141359
13	2101	142815	142815
14	2101	122098	122098
15	2101	141153	141153
16	2101	118273	118273
17	2101	90823	90823
18	2101	112978	112978
19	2101	125786	125786
20	2101	134408	134408
21	2101	140117	140117
22	2101	130229	130229
23	2101	143651	143651
24	2101	139893	139893
25	2101	131041	131041
26	2101	148901	148901
27	2101	154811	154811
28	2101	145655	145655
29	2101	164969	164969
30	2101	132566	132566
0	2102	2186818	630239
1	2102	132771	132771
2	2102	133449	133449
3	2102	124427	124427
4	2102	109921	109921
5	2102	124877	124877
6	2102	160188	160188
7	2102	157996	157996
8	2102	146354	146354
9	2102	145527	145527
10	2102	174482	174482
11	2102	137628	137628
12	2102	151013	151013
13	2102	153515	153515
14	2102	132373	132373
15	2102	152756	152756
16	2102	126439	126439
17	2102	96345	96345
18	2102	120934	120934
19	2102	134707	134707
20	2102	144602	144602
21	2102	148913	148913
22	2102	140039	140039
23	2102	155372	155372
24	2102	151528	151528
25	2102	140252	140252
26	2102	155382	155382
27	2102	163171	163171
28	2102	154633	154633
29	2102	175115	175115
30	2102	139422	139422
0	2103	2207592	674674
1	2103	131573	131573
2	2103	133097	133097
3	2103	123708	123708
4	2103	109105	109105
5	2103	124171	124171
6	2103	159158	159158
7	2103	157049	157049
8	2103	147133	147133
9	2103	145321	145321
10	2103	173588	173588
11	2103	136890	136890
12	2103	150368	150368
13	2103	153668	153668
14	2103	131031	131031
15	2103	152452	152452
16	2103	126456	126456
17	2103	96080	96080
18	2103	121150	121150
19	2103	133294	133294
20	2103	143032	143032
21	2103	147949	147949
22	2103	138602	138602
23	2103	154542	154542
24	2103	150364	150364
25	2103	139050	139050
26	2103	155303	155303
27	2103	162401	162401
28	2103	153872	153872
29	2103	173739	173739
30	2103	139211	139211
0	2104	2125937	695183
1	2104	134971	134971
2	2104	134981	134981
3	2104	126638	126638
4	2104	111917	111917
5	2104	126484	126484
6	2104	163203	163203
7	2104	159927	159927
8	2104	149056	149056
9	2104	147566	147566
10	2104	178404	178404
11	2104	139953	139953
12	2104	152949	152949
13	2104	156959	156959
14	2104	133787	133787
15	2104	155307	155307
16	2104	129364	129364
17	2104	98832	98832
18	2104	122788	122788
19	2104	136865	136865
20	2104	146393	146393
21	2104	150772	150772
22	2104	140496	140496
23	2104	156129	156129
24	2104	153921	153921
25	2104	141307	141307
26	2104	156937	156937
27	2104	164726	164726
28	2104	156541	156541
29	2104	176226	176226
30	2104	141613	141613
0	2105	2129996	719579
1	2105	134900	134900
2	2105	134019	134019
3	2105	125869	125869
4	2105	111623	111623
5	2105	126468	126468
6	2105	162919	162919
7	2105	160249	160249
8	2105	149208	149208
9	2105	148142	148142
10	2105	176499	176499
11	2105	139179	139179
12	2105	153042	153042
13	2105	156528	156528
14	2105	133791	133791
15	2105	155140	155140
16	2105	128855	128855
17	2105	97736	97736
18	2105	122812	122812
19	2105	137009	137009
20	2105	145833	145833
21	2105	150034	150034
22	2105	141214	141214
23	2105	157388	157388
24	2105	153604	153604
25	2105	141026	141026
26	2105	158530	158530
27	2105	164833	164833
28	2105	156175	156175
29	2105	176263	176263
30	2105	142065	142065
0	2106	2129925	692351
1	2106	134377	134377
2	2106	134654	134654
3	2106	125732	125732
4	2106	111606	111606
5	2106	127018	127018
6	2106	163490	163490
7	2106	158388	158388
8	2106	149653	149653
9	2106	147832	147832
10	2106	177212	177212
11	2106	140176	140176
12	2106	153101	153101
13	2106	157354	157354
14	2106	133839	133839
15	2106	155535	155535
16	2106	127563	127563
17	2106	98141	98141
18	2106	123605	123605
19	2106	136317	136317
20	2106	145263	145263
21	2106	150678	150678
22	2106	141284	141284
23	2106	156992	156992
24	2106	153989	153989
25	2106	141529	141529
26	2106	156506	156506
27	2106	164606	164606
28	2106	156211	156211
29	2106	176589	176589
30	2106	141784	141784
0	2107	2216730	670262
1	2107	131474	131474
2	2107	132500	132500
3	2107	123590	123590
4	2107	109911	109911
5	2107	123972	123972
6	2107	159509	159509
7	2107	156130	156130
8	2107	146203	146203
9	2107	144820	144820
10	2107	173316	173316
11	2107	136398	136398
12	2107	149662	149662
13	2107	153805	153805
14	2107	130303	130303
15	2107	152004	152004
16	2107	125213	125213
17	2107	95211	95211
18	2107	121598	121598
19	2107	133617	133617
20	2107	142459	142459
21	2107	147835	147835
22	2107	138019	138019
23	2107	153691	153691
24	2107	149294	149294
25	2107	139847	139847
26	2107	154873	154873
27	2107	162285	162285
28	2107	153837	153837
29	2107	173437	173437
30	2107	139406	139406
0	2108	2167812	726333
1	2108	134197	134197
2	2108	133237	133237
3	2108	125993	125993
4	2108	110731	110731
5	2108	126302	126302
6	2108	162290	162290
7	2108	157051	157051
8	2108	148694	148694
9	2108	146527	146527
10	2108	175100	175100
11	2108	138614	138614
12	2108	152233	152233
13	2108	155869	155869
14	2108	131745	131745
15	2108	153849	153849
16	2108	125848	125848
17	2108	97574	97574
18	2108	122341	122341
19	2108	133670	133670
20	2108	142994	142994
21	2108	150266	150266
22	2108	140006	140006
23	2108	154918	154918
24	2108	152031	152031
25	2108	139890	139890
26	2108	156842	156842
27	2108	164361	164361
28	2108	154945	154945
29	2108	174144	174144
30	2108	140875	140875
0	2109	2111375	700999
1	2109	135158	135158
2	2109	135019	135019
3	2109	126581	126581
4	2109	111451	111451
5	2109	128592	128592
6	2109	163935	163935
7	2109	159522	159522
8	2109	150814	150814
9	2109	147677	147677
10	2109	177894	177894
11	2109	139688	139688
12	2109	153820	153820
13	2109	158279	158279
14	2109	133858	133858
15	2109	156249	156249
16	2109	129896	129896
17	2109	99020	99020
18	2109	123754	123754
19	2109	136633	136633
20	2109	145113	145113
21	2109	151280	151280
22	2109	141886	141886
23	2109	157201	157201
24	2109	154864	154864
25	2109	142742	142742
26	2109	157636	157636
27	2109	165308	165308
28	2109	157113	157113
29	2109	176382	176382
30	2109	142209	142209
0	2110	2052896	726837
1	2110	136406	136406
2	2110	137278	137278
3	2110	128334	128334
4	2110	112992	112992
5	2110	129192	129192
6	2110	166410	166410
7	2110	161747	161747
8	2110	153116	153116
9	2110	150525	150525
10	2110	179697	179697
11	2110	141945	141945
12	2110	155522	155522
13	2110	160716	160716
14	2110	135664	135664
15	2110	157975	157975
16	2110	131030	131030
17	2110	100385	100385
18	2110	125873	125873
19	2110	138408	138408
20	2110	147712	147712
21	2110	152664	152664
22	2110	144102	144102
23	2110	159818	159818
24	2110	157303	157303
25	2110	143648	143648
26	2110	159567	159567
27	2110	167932	167932
28	2110	159481	159481
29	2110	179065	179065
30	2110	143546	143546
0	2111	2127557	696927
1	2111	134317	134317
2	2111	135074	135074
3	2111	126057	126057
4	2111	110900	110900
5	2111	127006	127006
6	2111	162375	162375
7	2111	158644	158644
8	2111	150023	150023
9	2111	147873	147873
10	2111	178056	178056
11	2111	139359	139359
12	2111	153746	153746
13	2111	157756	157756
14	2111	133681	133681
15	2111	156087	156087
16	2111	128503	128503
17	2111	97754	97754
18	2111	123772	123772
19	2111	136489	136489
20	2111	145511	145511
21	2111	150255	150255
22	2111	142404	142404
23	2111	156442	156442
24	2111	154945	154945
25	2111	141004	141004
26	2111	156770	156770
27	2111	164668	164668
28	2111	156820	156820
29	2111	175606	175606
30	2111	141495	141495
0	2112	2045806	738678
1	2112	137281	137281
2	2112	136788	136788
3	2112	128789	128789
4	2112	113221	113221
5	2112	129423	129423
6	2112	166702	166702
7	2112	162495	162495
8	2112	153876	153876
9	2112	149613	149613
10	2112	181301	181301
11	2112	142805	142805
12	2112	155095	155095
13	2112	161464	161464
14	2112	135606	135606
15	2112	158724	158724
16	2112	131586	131586
17	2112	100851	100851
18	2112	125414	125414
19	2112	138612	138612
20	2112	148104	148104
21	2112	153118	153118
22	2112	143761	143761
23	2112	160227	160227
24	2112	156947	156947
25	2112	144445	144445
26	2112	159218	159218
27	2112	167099	167099
28	2112	159457	159457
29	2112	179176	179176
30	2112	143945	143945
0	2113	2312451	774852
1	2113	129303	129303
2	2113	128207	128207
3	2113	121099	121099
4	2113	107563	107563
5	2113	120914	120914
6	2113	156767	156767
7	2113	153191	153191
8	2113	143749	143749
9	2113	141506	141506
10	2113	169662	169662
11	2113	133036	133036
12	2113	146526	146526
13	2113	152286	152286
14	2113	126915	126915
15	2113	148448	148448
16	2113	121185	121185
17	2113	93299	93299
18	2113	118781	118781
19	2113	129813	129813
20	2113	136228	136228
21	2113	145364	145364
22	2113	131947	131947
23	2113	151085	151085
24	2113	146843	146843
25	2113	135433	135433
26	2113	152766	152766
27	2113	160155	160155
28	2113	151665	151665
29	2113	168353	168353
30	2113	136409	136409
0	2114	2032294	710004
1	2114	136962	136962
2	2114	137622	137622
3	2114	129606	129606
4	2114	114098	114098
5	2114	130586	130586
6	2114	166717	166717
7	2114	162394	162394
8	2114	152681	152681
9	2114	150842	150842
10	2114	181806	181806
11	2114	143339	143339
12	2114	155979	155979
13	2114	162268	162268
14	2114	136216	136216
15	2114	159549	159549
16	2114	131816	131816
17	2114	101491	101491
18	2114	125394	125394
19	2114	139553	139553
20	2114	148239	148239
21	2114	153890	153890
22	2114	143944	143944
23	2114	160639	160639
24	2114	157807	157807
25	2114	145434	145434
26	2114	159882	159882
27	2114	167763	167763
28	2114	159401	159401
29	2114	178829	178829
30	2114	143908	143908
0	2115	2069158	709869
1	2115	136944	136944
2	2115	135891	135891
3	2115	127755	127755
4	2115	112953	112953
5	2115	129664	129664
6	2115	164993	164993
7	2115	161740	161740
8	2115	152069	152069
9	2115	148988	148988
10	2115	180125	180125
11	2115	142033	142033
12	2115	156183	156183
13	2115	159364	159364
14	2115	134933	134933
15	2115	158356	158356
16	2115	129723	129723
17	2115	100238	100238
18	2115	125204	125204
19	2115	138207	138207
20	2115	146880	146880
21	2115	152038	152038
22	2115	143245	143245
23	2115	159065	159065
24	2115	156507	156507
25	2115	143729	143729
26	2115	158745	158745
27	2115	166854	166854
28	2115	158784	158784
29	2115	177462	177462
30	2115	143119	143119
0	2116	2037515	721366
1	2116	137775	137775
2	2116	137639	137639
3	2116	129877	129877
4	2116	113747	113747
5	2116	130464	130464
6	2116	165984	165984
7	2116	162099	162099
8	2116	153216	153216
9	2116	150035	150035
10	2116	180965	180965
11	2116	142808	142808
12	2116	157284	157284
13	2116	161238	161238
14	2116	136098	136098
15	2116	159551	159551
16	2116	130474	130474
17	2116	100830	100830
18	2116	125641	125641
19	2116	139371	139371
20	2116	148146	148146
21	2116	153350	153350
22	2116	144787	144787
23	2116	159820	159820
24	2116	157592	157592
25	2116	144256	144256
26	2116	159532	159532
27	2116	168157	168157
28	2116	160206	160206
29	2116	178761	178761
30	2116	143731	143731
0	2117	2038346	682637
1	2117	138134	138134
2	2117	137707	137707
3	2117	129253	129253
4	2117	113361	113361
5	2117	129533	129533
6	2117	166085	166085
7	2117	162404	162404
8	2117	152895	152895
9	2117	150109	150109
10	2117	180628	180628
11	2117	142904	142904
12	2117	156900	156900
13	2117	162029	162029
14	2117	135337	135337
15	2117	159452	159452
16	2117	130773	130773
17	2117	101466	101466
18	2117	125289	125289
19	2117	138734	138734
20	2117	148116	148116
21	2117	153012	153012
22	2117	144453	144453
23	2117	159645	159645
24	2117	157461	157461
25	2117	145471	145471
26	2117	159718	159718
27	2117	168082	168082
28	2117	160413	160413
29	2117	179227	179227
30	2117	144012	144012
0	2118	2042151	699852
1	2118	137859	137859
2	2118	137296	137296
3	2118	128764	128764
4	2118	113620	113620
5	2118	130547	130547
6	2118	166474	166474
7	2118	161818	161818
8	2118	153024	153024
9	2118	149499	149499
10	2118	181187	181187
11	2118	142998	142998
12	2118	155544	155544
13	2118	161775	161775
14	2118	135689	135689
15	2118	159126	159126
16	2118	130560	130560
17	2118	100891	100891
18	2118	125469	125469
19	2118	139265	139265
20	2118	148139	148139
21	2118	153155	153155
22	2118	144143	144143
23	2118	159832	159832
24	2118	157766	157766
25	2118	145071	145071
26	2118	158748	158748
27	2118	168458	168458
28	2118	159434	159434
29	2118	178717	178717
30	2118	143930	143930
0	2119	2038108	695965
1	2119	137514	137514
2	2119	136749	136749
3	2119	129673	129673
4	2119	113285	113285
5	2119	129773	129773
6	2119	166250	166250
7	2119	162062	162062
8	2119	153835	153835
9	2119	149440	149440
10	2119	181439	181439
11	2119	142234	142234
12	2119	156946	156946
13	2119	162010	162010
14	2119	135349	135349
15	2119	159769	159769
16	2119	131543	131543
17	2119	102089	102089
18	2119	125082	125082
19	2119	138734	138734
20	2119	147728	147728
21	2119	152197	152197
22	2119	143992	143992
23	2119	159825	159825
24	2119	158146	158146
25	2119	144536	144536
26	2119	160426	160426
27	2119	168092	168092
28	2119	160337	160337
29	2119	179661	179661
30	2119	144125	144125
0	2120	2041100	705258
1	2120	137760	137760
2	2120	137600	137600
3	2120	129274	129274
4	2120	113048	113048
5	2120	130286	130286
6	2120	166181	166181
7	2120	162147	162147
8	2120	152847	152847
9	2120	149746	149746
10	2120	181785	181785
11	2120	142632	142632
12	2120	156877	156877
13	2120	162183	162183
14	2120	135272	135272
15	2120	160397	160397
16	2120	130744	130744
17	2120	101097	101097
18	2120	125179	125179
19	2120	137973	137973
20	2120	146925	146925
21	2120	153345	153345
22	2120	143610	143610
23	2120	159741	159741
24	2120	157559	157559
25	2120	144962	144962
26	2120	158882	158882
27	2120	169050	169050
28	2120	159322	159322
29	2120	179789	179789
30	2120	143636	143636
0	2121	2144913	696773
1	2121	133963	133963
2	2121	134541	134541
3	2121	126082	126082
4	2121	109929	109929
5	2121	127790	127790
6	2121	161993	161993
7	2121	157971	157971
8	2121	150931	150931
9	2121	146910	146910
10	2121	177678	177678
11	2121	138823	138823
12	2121	154005	154005
13	2121	157848	157848
14	2121	131547	131547
15	2121	155519	155519
16	2121	126266	126266
17	2121	97559	97559
18	2121	122429	122429
19	2121	134201	134201
20	2121	143880	143880
21	2121	149421	149421
22	2121	140710	140710
23	2121	156310	156310
24	2121	153056	153056
25	2121	140769	140769
26	2121	157028	157028
27	2121	165186	165186
28	2121	157267	157267
29	2121	175269	175269
30	2121	141155	141155
0	2122	2052208	712346
1	2122	136807	136807
2	2122	137361	137361
3	2122	129120	129120
4	2122	112872	112872
5	2122	130339	130339
6	2122	165876	165876
7	2122	160971	160971
8	2122	153291	153291
9	2122	149856	149856
10	2122	180921	180921
11	2122	142416	142416
12	2122	157185	157185
13	2122	161107	161107
14	2122	134422	134422
15	2122	158128	158128
16	2122	129496	129496
17	2122	99941	99941
18	2122	124628	124628
19	2122	137318	137318
20	2122	146587	146587
21	2122	152697	152697
22	2122	143447	143447
23	2122	160034	160034
24	2122	158506	158506
25	2122	144490	144490
26	2122	158709	158709
27	2122	167707	167707
28	2122	161107	161107
29	2122	178625	178625
30	2122	144777	144777
0	2123	2063395	680772
1	2123	136836	136836
2	2123	136740	136740
3	2123	127673	127673
4	2123	112374	112374
5	2123	129956	129956
6	2123	165442	165442
7	2123	161415	161415
8	2123	152443	152443
9	2123	149671	149671
10	2123	180567	180567
11	2123	142482	142482
12	2123	155643	155643
13	2123	160009	160009
14	2123	134671	134671
15	2123	159812	159812
16	2123	129664	129664
17	2123	99934	99934
18	2123	124264	124264
19	2123	136840	136840
20	2123	146777	146777
21	2123	151889	151889
22	2123	142307	142307
23	2123	159488	159488
24	2123	157904	157904
25	2123	143978	143978
26	2123	158677	158677
27	2123	168246	168246
28	2123	159443	159443
29	2123	179276	179276
30	2123	143133	143133
0	2124	2085411	679837
1	2124	135944	135944
2	2124	135996	135996
3	2124	127358	127358
4	2124	111379	111379
5	2124	128777	128777
6	2124	164631	164631
7	2124	161561	161561
8	2124	151379	151379
9	2124	148713	148713
10	2124	179677	179677
11	2124	141607	141607
12	2124	154948	154948
13	2124	160072	160072
14	2124	133977	133977
15	2124	157673	157673
16	2124	128936	128936
17	2124	99134	99134
18	2124	123452	123452
19	2124	136688	136688
20	2124	145522	145522
21	2124	150686	150686
22	2124	143156	143156
23	2124	159903	159903
24	2124	156403	156403
25	2124	143155	143155
26	2124	157213	157213
27	2124	167182	167182
28	2124	159839	159839
29	2124	177897	177897
30	2124	142680	142680
0	2201	2411796	693287
1	2201	126452	126452
2	2201	125761	125761
3	2201	118327	118327
4	2201	104226	104226
5	2201	118792	118792
6	2201	151607	151607
7	2201	149410	149410
8	2201	138775	138775
9	2201	137813	137813
10	2201	165310	165310
11	2201	129659	129659
12	2201	143274	143274
13	2201	146154	146154
14	2201	124687	124687
15	2201	144564	144564
16	2201	120801	120801
17	2201	91732	91732
18	2201	114298	114298
19	2201	126737	126737
20	2201	134548	134548
21	2201	142138	142138
22	2201	130244	130244
23	2201	147007	147007
24	2201	143937	143937
25	2201	133468	133468
26	2201	147959	147959
27	2201	156276	156276
28	2201	145814	145814
29	2201	166054	166054
30	2201	133329	133329
0	2202	2176099	724542
1	2202	133141	133141
2	2202	133280	133280
3	2202	125415	125415
4	2202	109771	109771
5	2202	126300	126300
6	2202	160543	160543
7	2202	157780	157780
8	2202	147560	147560
9	2202	145875	145875
10	2202	175170	175170
11	2202	137684	137684
12	2202	150957	150957
13	2202	155390	155390
14	2202	132238	132238
15	2202	154221	154221
16	2202	128136	128136
17	2202	97127	97127
18	2202	121441	121441
19	2202	135189	135189
20	2202	144130	144130
21	2202	149285	149285
22	2202	140286	140286
23	2202	155370	155370
24	2202	152646	152646
25	2202	139566	139566
26	2202	155161	155161
27	2202	161993	161993
28	2202	155107	155107
29	2202	174336	174336
30	2202	139752	139752
0	2203	2194973	724036
1	2203	132075	132075
2	2203	132600	132600
3	2203	124207	124207
4	2203	109665	109665
5	2203	125016	125016
6	2203	160320	160320
7	2203	157240	157240
8	2203	147204	147204
9	2203	145207	145207
10	2203	174880	174880
11	2203	137362	137362
12	2203	150091	150091
13	2203	155076	155076
14	2203	131272	131272
15	2203	153437	153437
16	2203	126078	126078
17	2203	97160	97160
18	2203	121210	121210
19	2203	133839	133839
20	2203	144267	144267
21	2203	148147	148147
22	2203	139997	139997
23	2203	154631	154631
24	2203	151949	151949
25	2203	138775	138775
26	2203	154705	154705
27	2203	162412	162412
28	2203	154097	154097
29	2203	173504	173504
30	2203	139553	139553
0	2204	2143131	764777
1	2204	134532	134532
2	2204	134423	134423
3	2204	126007	126007
4	2204	111035	111035
5	2204	126423	126423
6	2204	162317	162317
7	2204	158014	158014
8	2204	149143	149143
9	2204	147576	147576
10	2204	176187	176187
11	2204	139146	139146
12	2204	152460	152460
13	2204	157281	157281
14	2204	133672	133672
15	2204	154808	154808
16	2204	128046	128046
17	2204	98224	98224
18	2204	122614	122614
19	2204	135558	135558
20	2204	144784	144784
21	2204	150476	150476
22	2204	140662	140662
23	2204	156240	156240
24	2204	154389	154389
25	2204	141965	141965
26	2204	155827	155827
27	2204	164516	164516
28	2204	155661	155661
29	2204	174893	174893
30	2204	140939	140939
0	2205	2169185	744173
1	2205	133560	133560
2	2205	133404	133404
3	2205	125251	125251
4	2205	110879	110879
5	2205	125965	125965
6	2205	161086	161086
7	2205	158441	158441
8	2205	148269	148269
9	2205	146864	146864
10	2205	175274	175274
11	2205	138794	138794
12	2205	150978	150978
13	2205	156781	156781
14	2205	132593	132593
15	2205	154944	154944
16	2205	127027	127027
17	2205	97196	97196
18	2205	121192	121192
19	2205	134562	134562
20	2205	142979	142979
21	2205	149639	149639
22	2205	139806	139806
23	2205	155537	155537
24	2205	152422	152422
25	2205	139984	139984
26	2205	156210	156210
27	2205	163512	163512
28	2205	154641	154641
29	2205	173875	173875
30	2205	140099	140099
0	2206	2232713	684389
1	2206	130524	130524
2	2206	131457	131457
3	2206	123189	123189
4	2206	108709	108709
5	2206	123497	123497
6	2206	159668	159668
7	2206	156459	156459
8	2206	145999	145999
9	2206	144820	144820
10	2206	173063	173063
11	2206	135797	135797
12	2206	148841	148841
13	2206	152962	152962
14	2206	129729	129729
15	2206	152259	152259
16	2206	125564	125564
17	2206	96341	96341
18	2206	120956	120956
19	2206	133290	133290
20	2206	141745	141745
21	2206	146622	146622
22	2206	136962	136962
23	2206	152564	152564
24	2206	149357	149357
25	2206	138162	138162
26	2206	154159	154159
27	2206	162143	162143
28	2206	153165	153165
29	2206	171997	171997
30	2206	138236	138236
0	2207	2152117	773573
1	2207	133875	133875
2	2207	133655	133655
3	2207	125648	125648
4	2207	110960	110960
5	2207	126305	126305
6	2207	162067	162067
7	2207	158441	158441
8	2207	148867	148867
9	2207	146731	146731
10	2207	175823	175823
11	2207	139226	139226
12	2207	151650	151650
13	2207	157367	157367
14	2207	132264	132264
15	2207	155576	155576
16	2207	127649	127649
17	2207	97639	97639
18	2207	122114	122114
19	2207	135353	135353
20	2207	143980	143980
21	2207	150105	150105
22	2207	140270	140270
23	2207	156499	156499
24	2207	153879	153879
25	2207	141802	141802
26	2207	155941	155941
27	2207	163468	163468
28	2207	155664	155664
29	2207	174739	174739
30	2207	141275	141275
0	2208	2213054	721808
1	2208	131196	131196
2	2208	132574	132574
3	2208	123740	123740
4	2208	109874	109874
5	2208	124703	124703
6	2208	159757	159757
7	2208	156327	156327
8	2208	146563	146563
9	2208	145073	145073
10	2208	172771	172771
11	2208	136293	136293
12	2208	149026	149026
13	2208	154934	154934
14	2208	131225	131225
15	2208	153594	153594
16	2208	126092	126092
17	2208	95436	95436
18	2208	120480	120480
19	2208	133900	133900
20	2208	141489	141489
21	2208	147778	147778
22	2208	138387	138387
23	2208	154305	154305
24	2208	150729	150729
25	2208	138939	138939
26	2208	155104	155104
27	2208	162354	162354
28	2208	154062	154062
29	2208	172040	172040
30	2208	139150	139150
0	2209	2127333	746994
1	2209	134816	134816
2	2209	134982	134982
3	2209	126923	126923
4	2209	111954	111954
5	2209	127607	127607
6	2209	162698	162698
7	2209	158687	158687
8	2209	149833	149833
9	2209	147311	147311
10	2209	177350	177350
11	2209	139648	139648
12	2209	153624	153624
13	2209	157970	157970
14	2209	133955	133955
15	2209	155731	155731
16	2209	128567	128567
17	2209	98925	98925
18	2209	123230	123230
19	2209	135620	135620
20	2209	145081	145081
21	2209	151225	151225
22	2209	140365	140365
23	2209	156463	156463
24	2209	153741	153741
25	2209	141581	141581
26	2209	156836	156836
27	2209	165329	165329
28	2209	156852	156852
29	2209	175468	175468
30	2209	141244	141244
0	2210	2112284	773100
1	2210	134947	134947
2	2210	134604	134604
3	2210	127153	127153
4	2210	111970	111970
5	2210	127265	127265
6	2210	163135	163135
7	2210	160329	160329
8	2210	150473	150473
9	2210	147079	147079
10	2210	177577	177577
11	2210	140984	140984
12	2210	153973	153973
13	2210	158704	158704
14	2210	134608	134608
15	2210	156637	156637
